Product name,Total stock value ,In Stock,Sold,Damaged,Return to supplier ,Warehouse returns ,Revoked ,Missing ,Expired 
Magnet Big Holder,1.80,1.00,,,,,,,0.00
magnetic  hoder,0.00,0.00,2.00,,,,,0.00,0.00
Magnum luxury,6.60,12.00,,,,,,,0.00
MAHASIN CRYSTAL,5.40,9.00,3.00,,,,,0.00,0.00
majid crispy chikn flavour,0.00,0.00,168.00,,,,,0.00,0.00
Malabar mixture,4.30,4.00,6.00,,,,,0.00,0.00
MALABAR MIXTURE 500gm,2.15,2.00,4.00,,,,,0.00,0.00
malai kulfi,0.00,0.00,1.00,,,,,0.00,0.00
Malak,0.80,2.00,1.00,,,,,,0.00
malibu,0.35,1.00,28.00,,,,,0.00,0.00
malt,2.40,8.00,,,,,,,0.00
malt.pineppie,13.20,44.00,,,,,,,0.00
maltclassic,0.00,0.00,4.00,,,,,,0.00
Maltesers 37g,7.20,24.00,,,,,,,0.00
mamoul choclate,0.00,0.00,5.00,,,,,2.00,0.00
mamoul oman,5.20,8.00,1.00,,,,,0.00,0.00
Man hair cream,6.60,6.00,,,,,,,0.00
man hair cream,4.80,4.00,1.00,,,,,0.00,0.00
Manchester,2.40,4.00,151.00,,,,,0.00,0.00
Manchester,0.00,0.00,2.00,,,,,0.00,0.00
Manchester red,1.10,2.00,155.00,,,,,0.00,0.00
Manchester red,0.00,0.00,10.00,,,,,9.00,0.00
Manchester red,0.00,0.00,1.00,,,,,0.00,0.00
Manchester white,0.40,1.00,375.00,,,,,0.00,0.00
mango 1.4 Ltd All marai,0.00,0.00,17.00,,,,,0.00,0.00
mango juice,0.00,0.00,96.00,,,,,,0.00
Mani peanuts salted,1.28,15.00,,,,,,,0.00
manko drink 300 ml,0.00,0.00,,,,,,,0.00
manskript book,6.30,7.00,2.00,,,,,0.00,0.00
manuscript book,0.00,0.00,6.00,,,,,5.00,0.00
marado kettle,5.00,2.00,1.00,,,,,0.00,0.00
marayi juice,1.00,1.00,9.00,,,,,0.00,0.00
Marcus,0.00,0.00,,,,,,,0.00
Mariborn blue,0.00,0.00,2.00,,,,,1.00,0.00
marie,0.36,4.00,,,,,,,0.00
Marie tea time,1.72,43.00,94.00,,,,,0.00,0.00
Mario Bluetooth,0.00,0.00,,,,,,,0.00
marker,3.40,17.00,,,,,,,0.00
marker,1.60,8.00,4.00,,,,,0.00,0.00
Mars Big 51g,18.20,91.00,174.00,,,,,0.00,0.00
maryam,15.00,15.00,,,,,,0.00,0.00
masadiseed roasted,8.40,7.00,2.00,,,,,0.00,0.00
masafi,10.00,10.00,,,,,,,0.00
Masafi Water 500ml,0.00,0.00,69.00,,,,,,0.00
mask,0.00,0.00,13.00,,,,,14.00,0.00
masking tap,1.60,4.00,50.00,,,,,0.00,0.00
masoordal six r 200gr,0.60,3.00,30.00,,,,,0.00,0.00
mathayi mixture,0.60,1.00,4.00,,,,,0.00,0.00
mawmoul biscut,3.00,3.00,1.00,,,,,0.00,0.00
Max green-ll plus,0.00,0.00,3.00,,,,,3.00,0.00
Max top,0.80,2.00,5.00,,,,,0.00,0.00
max3 razor,0.30,3.00,22.00,,,,,0.00,0.00
Maxi plastic Eraser,1.00,10.00,,,,,,,0.00
Mazoon apple 1.5,0.00,0.00,4.00,,,,,0.00,0.00
Mazoon Apple Juicen 200ml,0.00,0.00,40.00,,,,,8.00,0.00
mazoon black current,1.00,1.00,,,,,,,0.00
mazoon cheese500g,2.80,2.00,6.00,,,,,0.00,0.00
Mazoon fresh laban 1 ltr,0.00,0.00,4.00,,,,,2.00,0.00
Mazoon fresh mango200ml,0.00,0.00,14.00,,,,,2.00,0.00
mazoon fresh milk 200 ml,0.15,1.00,327.00,,1.00,,,0.00,0.00
mazoon fresh pomegranate juice200 ml,0.65,5.00,95.00,,,,,0.00,0.00
mazoon guava 250,0.53,4.00,24.00,,,,,0.00,0.00
mazoon guava juice 200 ml,0.00,0.00,160.00,,,,,0.00,0.00
mazoon icecream,0.00,0.00,12.00,,,,,0.00,0.00
Mazoon laban 200 ml,0.00,0.00,48.00,,,,,25.00,0.00
mazoon laban 360 ml,0.00,0.00,169.00,,,,,0.00,0.00
Mazoon laban low fat1 ltr,1.10,2.00,3.00,,,,,0.00,0.00
Mazoon laban straberry200 ml,0.18,1.00,52.00,,,,,0.00,0.00
Mazoon Laban2 ltr,0.00,0.00,7.00,,,,,1.00,0.00
mazoon laban200ml,0.00,0.00,,,,,,,0.00
mazoon Long Life milk 1.L 4pcs,0.00,0.00,1.00,,,,,1.00,0.00
mazoon mango 1.5 liters,0.00,0.00,,,,,,,0.00
Mazoon Mango 200ml,0.23,1.00,22.00,,,,,0.00,0.00
mazoon mango 250,0.66,5.00,151.00,,,,,0.00,0.00
mazoon milk 2 Ltd full fat,1.10,1.00,42.00,,,,,0.00,0.00
mazoon milk shelf,0.50,2.00,1.00,,,,,0.00,0.00
Mazoon Milkمازون حليب طويل الاجل1لتر,0.43,1.00,36.00,,,,,0.00,0.00
mazoon mix fruit 250,1.72,13.00,115.00,,,,,0.00,0.00
mazoon mixed berry yoghurt 140 g,0.18,1.00,25.00,,,,,0.00,0.00
mazoon orange 250,0.26,2.00,22.00,,,,,0.00,0.00
mazoon pomegranate 250,0.13,1.00,134.00,,,,,0.00,0.00
mazoon strawberry milk200ml,0.00,0.00,38.00,,1.00,,,0.00,0.00
mazoon up,1.12,14.00,7.00,,,,,0.00,0.00
mazoon up,0.00,0.00,30.00,,,,,29.00,0.00
Mazoon up 2 ltr,1.30,2.00,6.00,,,,,0.00,0.00
mazoon up 200ML,1.60,20.00,227.00,,,,,0.00,0.00
mazoon up 200ml,0.00,0.00,48.00,,,,,20.00,0.00
mazoon up 6p,1.62,3.00,3.00,,,,,0.00,0.00
mazoon up.2 ltr,0.00,0.00,4.00,,,,,0.00,0.00
mcvities,10.40,8.00,,,,,,,0.00
Mcvities Biscuits,1.80,2.00,,,,,,,0.00
McVities digestive creams,0.00,0.00,58.00,,,,,0.00,0.00
Meat masala,0.00,0.00,4.00,,,,,0.00,0.00
Medco,2.40,3.00,,,,,,,0.00
Medco cleaner 650ml,3.00,5.00,1.00,,,,,0.00,0.00
medimix.125gm,17.92,56.00,,,,,,,0.00
MEGA MAN After shave 100ml,0.70,1.00,,,,,,2.00,0.00
Mehar White,14.25,19.00,,,,,,,0.00
Mehran cheat masala,1.00,4.00,1.00,,,,,0.00,0.00
Meile-A tooth brush,0.90,9.00,,,,,,,0.00
mejastic shugar,5.00,5.00,,,,,,0.00,0.00
Melco cool cocktail,0.00,0.00,52.00,,,,,52.00,0.00
melco orange180 ml,0.00,0.00,54.00,,,,,0.00,0.00
Melomango,0.00,0.00,54.00,,,,,0.00,0.00
MEN Rexona motion sense,0.00,0.00,20.00,,,,,0.00,0.00
Mena,0.40,2.00,3.00,,,,,2.00,0.00
men's belt,7.00,14.00,4.00,,,,,0.00,0.00
mesmerze turmeric soap 75G,0.00,0.00,,,,,,,0.00
MI car charger,3.00,2.00,1.00,,,,,0.00,0.00
mi data cable,0.00,0.00,6.00,,,,,0.00,0.00
mi hf,3.00,2.00,2.00,,,,,0.00,0.00
micro cable,4.50,5.00,4.00,,,,,0.00,0.00
micro to iPhone,1.00,2.00,1.00,,,,,0.00,0.00
micromax,0.00,0.00,1.00,,,,,0.00,0.00
MILANO,0.00,0.00,24.00,,,,,24.00,0.00
milano,0.00,0.00,10.00,,,,,0.00,0.00
Milk 1 Ltr Mazoon,0.58,1.00,48.00,,1.00,,,0.00,0.00
milk bread,1.10,2.00,113.00,,1.00,,,0.00,0.00
Milk chocolate,3.00,3.00,,,,,,,0.00
Milk chocolate mazoon,1.13,9.00,3.00,,,,,,0.00
milk chocolate200ml,0.54,3.00,37.00,,3.00,,,0.00,0.00
Milk Date fresh mazoon 200ML,0.16,1.00,25.00,,,,,0.00,0.00
Milk firankincense,1.30,8.00,9.00,,3.00,,,0.00,0.00
Milk fresh 500 ml Mazoon,2.16,7.00,430.00,,4.00,,,0.00,0.00
milk low fat,0.00,0.00,56.00,,,,,0.00,0.00
Milk low fat,0.00,0.00,7.00,,,,,3.00,0.00
Milk malt,2.70,6.00,,,,,,,0.00
mill 200,0.00,0.00,,,,,,,0.00
mimi wafer,0.80,1.00,2.00,,,,,0.00,0.00
minara750 ml,22.00,22.00,,,,,,,0.00
mini cup cake,1.35,15.00,104.00,,,,,0.00,0.00
Mini pound cake,1.71,19.00,,,,,,,0.00
Mini takis,0.26,1.00,25.00,,,,,0.00,0.00
Minoman,0.78,16.00,572.00,,,,,0.00,0.00
Minoman cheese,6.55,262.00,960.00,,,,,0.00,0.00
mint gum 50 grm,11.00,11.00,2.00,,,,,0.00,0.00
miranda,3.15,9.00,156.00,,,,,0.00,0.00
Miranda Strawberry 300ml,21.35,61.00,,,,,,0.00,0.00
mirinda citrus,1.75,5.00,,,,,,,0.00
mirinda green  apple 300 ml,25.20,72.00,,,,,,0.00,0.00
Mirinda green apple300ml,4.20,12.00,286.00,,,,,0.00,0.00
mirinda strawberry,5.70,15.00,250.00,,,,,0.00,0.00
mirror,5.60,7.00,2.00,,,,,0.00,0.00
Miss sweet Nail Enamel Remover 150ml,1.60,4.00,,,,,,7.00,0.00
Miswak,0.00,0.00,16.00,,,,,10.00,0.00
miswak,1.20,6.00,6.00,,,,,0.00,0.00
miswalk,8.00,40.00,,,,,,,0.00
mix berry juice mazoon 200 ml,0.44,4.00,147.00,,1.00,,,0.00,0.00
mix fruit 1.5L,1.08,1.00,12.00,,,,,0.00,0.00
Mix Fruit can 140g,1.00,5.00,,,,,,,0.00
mix fruit orange carrat,0.00,0.00,30.00,,,,,29.00,0.00
mix fruits lemons 1.4 ltr,0.00,0.00,13.00,,,,,0.00,0.00
mix pomegranate,0.16,1.00,115.00,,,,,0.00,0.00
mix spice whole,1.50,5.00,8.00,,,,,0.00,0.00
mixed berry1.5 ltr,0.00,0.00,5.00,,,,,1.00,0.00
mixed fruit,0.60,3.00,104.00,,,,,0.00,0.00
mixed fruit 300 ml,0.00,0.00,,,,,,,0.00
Mixed Fruit Drink 180ml,0.30,5.00,,,,,,,0.00
mixed pickle,3.20,2.00,,,,,,,0.00
mixed veg,0.80,2.00,5.00,,,,,0.00,0.00
Mixture,0.33,1.00,23.00,,,,,0.00,0.00
mixture,0.70,2.00,,,,,,,0.00
Mixture extra hot,0.33,1.00,16.00,,,,,0.00,0.00
mixueer,3.20,8.00,2.00,,,,,0.00,0.00
mnchster,13.00,20.00,164.00,,,,,0.00,0.00
mobile charger,0.00,0.00,6.00,,,,,0.00,0.00
Mobile Holder,0.80,1.00,2.00,,,,,0.00,0.00
Modern Miss,0.00,0.00,,,,,,,0.00
mono head set,14.00,7.00,1.00,,,,,0.00,0.00
moongdal,1.75,5.00,11.00,,,,,0.00,0.00
moongwhole,0.00,0.00,,,,,,,0.00
moov,13.30,19.00,4.00,,,,,0.00,0.00
mop,2.80,1.00,,,,,,,0.00
moph,5.00,5.00,1.00,,,,,0.00,0.00
Mosquito,9.00,6.00,,,,,,,0.00
Mosquitter Bat,3.60,2.00,,,,,,,0.00
Mothers Best.Vinager,3.60,3.00,,,,,,,0.00
Mountain Dew bottle 250 ml,0.00,0.00,,,,,,,0.00
mounting tape double side,0.40,1.00,1.00,,,,,0.00,0.00
MOVE SPREY 150ML,0.00,0.00,5.00,,,,,0.00,0.00
Mr chef  ghee,1.60,2.00,,,,,,,0.00
MR cotton,0.00,0.00,,,,,,,0.00
Mr Gaz,0.80,2.00,5.00,,,,,0.00,0.00
MR NOODLES 5PACK,0.00,0.00,12.00,,,,,0.00,0.00
Mr noodles 60g,11.50,46.00,,,,,,,0.00
Mr noodles chicken 60g,6.50,26.00,9.00,,,,,0.00,0.00
Mr noodles veg 60g,2.25,9.00,,,,,,,0.00
mudhish tomato paste,4.40,4.00,,,,,,,0.00
mug,0.00,0.00,6.00,,,,,0.00,0.00
Mug 2litr,2.80,7.00,2.00,,,,,0.00,0.00
mugal kalijeera aromatic rise 1kg,2.00,2.00,,,,,,,0.00
multi function tool,7.20,3.00,,,,,,,0.00
multi solar,8.40,3.00,,,,,,0.00,0.00
mumtaaz tea 100 bags,0.00,0.00,10.00,,,,,4.00,0.00
mumtaz 50 tea bags,8.80,16.00,8.00,,,,,0.00,0.00
Mumtaz Black tea225g,0.00,0.00,29.00,,,,,29.00,0.00
Mumtaz Tea bag,4.80,4.00,33.00,,,,,0.00,0.00
MUMTAZ TEA POWDER 450 GR,14.30,13.00,1.00,,,,,0.00,0.00
Murukkku spicy,1.75,5.00,5.00,,,,,0.00,0.00
musalla,1.05,1.00,,,,,,,0.00
Muscat salt 800 gr,1.35,9.00,15.00,,,,,0.00,0.00
muscat salted butter,1.25,5.00,1.00,,,,,0.00,0.00
muscat sugar 2kg,0.60,1.00,9.00,,,,,0.00,0.00
Mutton Biryani national 45g,2.80,8.00,1.00,,,,,0.00,0.00
nabil choclate,4.80,60.00,,,,,,,0.00
NABIL CRACKITS,1.36,17.00,,,,,,,0.00
Nabil Digestive,91.35,203.00,9.00,,,,,0.00,0.00
nabil Digestive sugerfree 28gm,0.05,1.00,,,,,,,0.00
nabil glocose,0.00,0.00,8.00,,,,,8.00,0.00
Nabil Glucose Biscuit,3.88,97.00,302.00,,,,,0.00,0.00
nabil wefar,0.50,1.00,2.00,,,,,0.00,0.00
Nada milk long life,2.80,7.00,,,,,,,0.00
Nail cuter,0.00,0.00,11.00,,,,,0.00,0.00
Nail cutter,0.00,0.00,25.00,,,,,13.00,0.00
NAIL CUTTER,1.50,10.00,2.00,,,,,0.00,0.00
NAIL CUTTER,0.90,9.00,3.00,,,,,0.00,0.00
nail cuttur,0.40,2.00,35.00,,,,,0.00,0.00
Nail Enamel Remover 50ml,0.00,0.00,1.00,,,,,1.00,0.00
Nail polish Remover,0.00,0.00,1.00,,,,,8.00,0.00
najjar butangas,8.80,22.00,,,,,,,0.00
Nam Sent Sugar Crackers,0.20,1.00,,,,,,,0.00
Nan khatai,2.60,13.00,,,,,,0.00,0.00
Nansi chocolate,6.90,3.00,,,,,,,0.00
Nar liquid,3.60,6.00,6.00,,,,,0.00,0.00
Natinal chicken chat masalas,1.05,3.00,1.00,,,,,0.00,0.00
national biryani,1.00,5.00,5.00,,,,,0.00,0.00
national biryani,2.10,6.00,,,,,,,0.00
national chicken masala 50g,0.00,0.00,9.00,,,,,5.00,0.00
national chicken tandoori 50 g,1.20,6.00,2.00,,,,,0.00,0.00
national fish masala,0.00,0.00,2.00,,,,,2.00,0.00
national garlic pickle,5.40,6.00,1.00,,,,,0.00,0.00
national quorma45g,1.75,5.00,1.00,,,,,0.00,0.00
natural potato,0.20,1.00,10.00,,,,,0.00,0.00
Navratena,4.00,4.00,2.00,,,,,0.00,0.00
Navratna cool oil 200ml,1.60,2.00,,,,,,,0.00
NBL harmain,0.00,0.00,1.00,,,,,0.00,0.00
Neckband snb,14.40,8.00,2.00,,,,,0.00,0.00
Nellara biruyani masala,1.95,3.00,0.00,,,,,,0.00
nescafe,5.45,6.00,4.00,,,,,0.00,0.00
"Nescafe ,Gold",6.50,5.00,,,,,,,0.00
Nescafe 200grm,0.00,0.00,5.00,,,,,0.00,0.00
Nescafe 3 in 1  24+4,12.00,4.00,,,,,,,0.00
Nescafe 3in1,6.00,2.00,1.00,,,,,,0.00
Nescafe classic 100grm,1.70,1.00,4.00,,,,,0.00,0.00
Nescafe classic 3in1 20gm,0.00,0.00,31.00,,,,,31.00,0.00
Nescafe extra 200grm,8.10,3.00,2.00,,,,,0.00,0.00
Nescafe Extraforte 100g نسكافية,3.90,3.00,,,,,,0.00,0.00
nescafe gold drogon,1.10,1.00,5.00,,,,,0.00,0.00
nescafe national 200g,4.60,2.00,1.00,,,,,0.00,0.00
Nescafe Original 160g,4.20,2.00,,,,,,,0.00
Nescafe red !mug (50g),11.25,15.00,,,,,,,0.00
Nescafe red mug 100g,11.20,7.00,,,,,,,0.00
nescafe47gm,0.00,0.00,3.00,,,,,0.00,0.00
nescafegold.47.5gm,21.25,17.00,1.00,,,,,0.00,0.00
Nesquik 375g,6.50,5.00,1.00,,,,,0.00,0.00
Nestlé condensed milk,1.60,4.00,,,,,,,0.00
new lux,1.20,4.00,37.00,,,,,0.00,0.00
New Magic F/scrub olive Extract,3.20,4.00,,,,,,,0.00
New Magic F/scrub orenge,2.55,3.00,,,,,,,0.00
New Magic Scrub Aloe vera,3.20,4.00,,,,,,,0.00
Nezline choco crisp 375g,2.60,2.00,,,,,,,0.00
Nezo Iodized Table salt 1 kg,5.60,14.00,11.00,,,,,0.00,0.00
Nice  fresh Watermelon,0.00,0.00,103.00,,,,,43.00,0.00
NICE FRESH mint flavor,0.00,0.00,104.00,,,,,17.00,0.00
nicome D,5.40,6.00,0.00,,,,,,0.00
nicone 9v,1.50,3.00,7.00,,,,,0.00,0.00
nicone aa,6.00,12.00,,,,,,,0.00
Nido kid powder,0.00,0.00,,,,,,,0.00
Nido kid powder red,0.00,0.00,16.00,,,,,,0.00
NIDO Milk powder,4.60,1.00,,,,,,,0.00
nikome,2.40,6.00,4.00,,,,,0.00,0.00
Nitro chocolate,0.50,2.00,8.00,,,,,0.00,0.00
Nitro Chocolate,1.50,6.00,4.00,,,,,0.00,0.00
niva,24.00,24.00,,,,,,,0.00
Nivea,3.00,3.00,,,,,,,0.00
Nivea,5.00,5.00,,,,,,,0.00
Nivea,2.00,2.00,,,,,,,0.00
nivea,1.50,3.00,,,,,,,0.00
nivea,7.20,6.00,1.00,,,,,0.00,0.00
nivea,2.40,2.00,5.00,,,,,0.00,0.00
NIVEA Active clean B/W,5.40,4.00,2.00,,,,,2.00,0.00
nivea aloe&hydration,3.90,3.00,1.00,,,,,0.00,0.00
Nivea body lotion,1.30,1.00,11.00,,,,,0.00,0.00
Nivea body lotion,0.00,0.00,3.00,,,,,0.00,0.00
Nivea Cream 150ml,2.70,3.00,3.00,,,,,0.00,0.00
NIVEA Creme soft shower gel 250ml,0.00,0.00,,,,,,,3.00
Nivea Deep Men 250 B/W,8.10,6.00,,,,,,0.00,0.00
Nivea dry comfort,2.00,2.00,,,,,,,0.00
Nivea Fresh active,1.60,2.00,2.00,,,,,0.00,0.00
NIVEA Fresh Aloe shower gel,4.80,4.00,,,,,,,0.00
NIVEA Fresh pure shower gel,4.80,4.00,2.00,,,,,0.00,0.00
NIVEA Lemongrass & oil shower gel,6.00,5.00,1.00,,,,,0.00,0.00
Nivea men,2.00,2.00,1.00,,,,,,0.00
Nivea men,4.00,4.00,,,,,,,0.00
Nivea men,1.00,1.00,,,,,,,0.00
nivea men,3.60,3.00,4.00,,,,,0.00,0.00
nivea men,4.80,4.00,3.00,,,,,0.00,0.00
Nivea Men BW,0.00,0.00,,,,,,,0.00
Nivea natural,0.00,0.00,,,,,,,0.00
Nivea nourishing 250ml,0.00,0.00,2.00,,,,,0.00,0.00
Nivea pearl beauty,0.00,0.00,,,,,,,0.00
NIVEA Pure impact B/Wash,6.75,5.00,,,,,,1.00,0.00
Nivea shaving cream,0.80,1.00,,,,,,,0.00
NIVEA SHOWER GEL,6.00,6.00,,,,,,,0.00
Nivea soft 200ml,1.38,1.00,,,,,,,0.00
Nivea soft 50ml,2.00,4.00,1.00,,,,,,0.00
NIVEA vitality fresh B/wash,0.00,0.00,,,,,,,0.00
niveya body lotion.250ml,0.00,0.00,4.00,,,,,1.00,0.00
nivia men cool quick,7.50,5.00,7.00,,,,,,0.00
nivia protect and care 150ml blue,4.00,4.00,,,,,,,0.00
Nizwa iodized salt 1kg,0.30,3.00,10.00,,,,,0.00,0.00
Nizwa salt 650g,0.30,2.00,21.00,,,,,0.00,0.00
NO 1 WASH DETERGENT,0.22,3.00,52.00,,,,,0.00,0.00
Noof Oil 1.5L,0.00,0.00,6.00,,,,,5.00,0.00
noora,0.00,0.00,1.00,,,,,0.00,0.00
noora snacks,5.73,117.00,359.00,,,,,0.00,0.00
noorjhan 1kg rice,1.25,1.00,,,0.00,,,,0.00
Note book 40P,11.90,34.00,1.00,,,,,,0.00
notebook,2.80,14.00,4.00,,,,,0.00,0.00
notebook 40pages,3.25,13.00,,,,,,0.00,0.00
notebook 60 pages,4.55,13.00,,,,,,0.00,0.00
nour,0.00,0.00,,,,,,,0.00
nowala,2.00,2.00,1.00,,,,,0.00,0.00
nutella,14.85,33.00,,,,,,,0.00
Nutella (750 gm),15.00,5.00,1.00,,,,,2.00,0.00
nutella 200G,0.00,0.00,10.00,,,,,0.00,0.00
Nutella 350g,1.60,1.00,,,,,,,0.00
Nutella 400GM,6.50,5.00,3.00,,,,,0.00,0.00
Nutella 825g,6.80,2.00,,,,,,,0.00
nutella&go,0.00,0.00,,,,,,,0.00
Nutridor condensed milk,0.80,2.00,3.00,,,,,0.00,0.00
nutro cream,0.00,0.00,16.00,,,,,0.00,2.00
nutro cream,0.00,0.00,5.00,,,,,5.00,0.00
nutro cream biscuits,0.00,0.00,6.00,,,,,4.00,0.00
Nutro Strawberry,2.25,9.00,5.00,,,,,0.00,0.00
Nuts mix honey,13.60,8.00,,,,,,,0.00
Nutty bites,0.00,0.00,3.00,,,,,2.00,0.00
nuty bite6+2,0.00,0.00,3.00,,,,,1.00,0.00
oasis Oman,3.20,8.00,,,,,,,0.00
Oat choco,0.80,1.00,,,,,,0.00,0.00
OAT milk chocolate,2.44,61.00,,,,,,,0.00
Oatmeal choco,0.00,0.00,,,,,,,0.00
oats candy,0.58,23.00,26.00,,,,,0.00,0.00
oats choco,0.72,18.00,0.00,,,,,,0.00
oats chocos,11.00,10.00,6.00,,,,,0.00,0.00
oatschoco,5.00,5.00,2.00,,,,,0.00,0.00
oaxy brooms,32.20,23.00,1.00,,,,,0.00,0.00
ocb,18.00,20.00,12.00,,,,,0.00,0.00
OCB SLIM +FILTERS,1.90,2.00,1.00,,,,,0.00,0.00
Odoquit Air purifier (Jasmin),0.50,1.00,,,,,,,0.00
oil,0.00,0.00,6.00,,,,,0.00,0.00
oil.facewash,0.00,0.00,,,,,,,0.00
OLAY Day cream,0.00,0.00,3.00,,,,,1.00,0.00
Olay facial wash,2.60,2.00,1.00,,,,,2.00,0.00
Olay Night cream,11.20,7.00,3.00,,,,,0.00,0.00
OLIVE Body scrub 350ml,0.80,1.00,1.00,,,,,,0.00
Olive Oil,13.00,20.00,,,,,,,0.00
olive whole,0.00,0.00,10.00,,,,,2.00,0.00
Oman Chips 15g,6.62,135.00,2165.00,,,,,0.00,0.00
Oman Chips Family,0.00,0.00,,,,,,,0.00
OMANI MASALA 150GM,5.60,7.00,,,,,,0.00,0.00
omega,3.50,5.00,3.00,,,,,1.00,0.00
Omela tea milk 160 ml,6.20,62.00,785.00,,,,,0.00,0.00
ONO CARD,1.80,6.00,,,,,,,0.00
ooredoo,0.00,0.00,1.00,,,,,,0.00
ooredoo cat,1.95,1.00,,,,,,,0.00
oraimo,12.00,6.00,,,,,,,0.00
Oraimo Headphones,13.50,5.00,1.00,,,,,0.00,0.00
Oran baby tosast,1.15,3.00,1.00,,,,,0.00,0.00
Oran curry powder,0.90,3.00,,,,,,,0.00
orange juice 200 ml,0.48,3.00,162.00,,,,,0.00,0.00
orange juice 300 ml,0.00,0.00,29.00,,,,,28.00,0.00
Orange Juice1.5L,0.00,0.00,2.00,,,,,0.00,0.00
orange with pulp 300,0.00,0.00,8.00,,,,,0.00,0.00
oreedo3riyal,11.60,4.00,,,,,,,0.00
oreeedo1 rial,0.00,0.00,,,,,,,0.00
oreng juice,0.00,0.00,,,,,,,0.00
Oreo biscuit16pes,0.90,1.00,1.00,,,,,0.00,0.00
Oreo biscuits original 38gm,2.00,25.00,170.00,,,,,0.00,0.00
OREO.s,4.20,3.00,1.00,,,,,0.00,0.00
Organic coconut oil,0.95,1.00,1.00,,,,,0.00,0.00
original cutter,3.60,4.00,,,,,,,0.00
Original data cable,2.24,8.00,7.00,,,,,0.00,0.00
Original nil clipper,2.40,12.00,,,,,,0.00,0.00
Orval lemon,0.50,1.00,8.00,,,,,0.00,0.00
Orxy Orange Cream Biscuits,0.27,3.00,15.00,,,,,0.00,0.00
Oryx banana biscute.330g,0.09,1.00,17.00,,,,,0.00,0.00
otg ctipe,2.00,8.00,2.00,,,,,,0.00
OTG type-c,0.90,1.00,,,,,,,0.00
OTG-micro,6.30,7.00,,,,,,,0.00
oud milano,4.00,4.00,1.00,,,,,0.00,0.00
oudmood,2.00,1.00,,,,,,,0.00
Pacific,1.60,2.00,,,,,,,0.00
Pacific,0.90,1.00,,,,,,,0.00
Paddale Bin box,11.60,2.00,,,,,,,0.00
pain an lait,0.00,0.00,122.00,,,,,27.00,0.00
pakzad mango,0.00,0.00,37.00,,,,,2.00,0.00
pakzad mixed fruits,0.10,1.00,36.00,,,,,0.00,0.00
pakzad mixed fruits,2.72,34.00,91.00,,,,,0.00,0.00
pakzad orange,3.20,40.00,104.00,,,,,0.00,0.00
pakzad orange,0.00,0.00,17.00,,,,,2.00,0.00
pakzad pineapple,5.70,57.00,30.00,,,,,0.00,0.00
pakzadjuice mango,3.12,39.00,119.00,,,,,0.00,0.00
palakadan matta,45.60,24.00,,,,,,,0.00
Palmolive Flower,0.20,1.00,,,,,,,0.00
pampers baby 3-8kg,2.80,2.00,1.00,,,,,0.00,0.00
Pampers Carry Pack No. 1,7.50,5.00,5.00,,,,,0.00,0.00
Pampers Carry Pack No. 2 (6*23),4.20,3.00,2.00,,,,,0.00,0.00
Pampers Carry Pack No. 4 (6*16),4.65,3.00,4.00,,,,,0.00,0.00
Pampers Carry Pack No. 5 (6*14),3.00,2.00,4.00,,,,,0.00,0.00
Panadol 24,1.30,52.00,92.00,,,,,0.00,0.00
panadol extra 48 tabs,0.00,0.00,126.00,,,,,48.00,0.00
pangushfish,0.90,1.00,,,,,,,0.00
Pantene milky Damage Repair 200ml,9.00,12.00,6.00,,,,,0.00,0.00
pantene shampoo,3.75,5.00,6.00,,,,,0.00,0.00
pantene shampoo,0.75,1.00,9.00,,,,,0.00,0.00
pantine sampo 200ml,0.00,0.00,4.00,,,,,0.00,0.00
Paper Line,2.75,11.00,1.00,,,,,0.00,0.00
paper not book,0.00,0.00,7.00,,,,,4.00,0.00
Paper pouch,5.50,11.00,1.00,,,,,0.00,0.00
Paper pouch,5.60,7.00,1.00,,,,,0.00,0.00
papper pouch,0.00,0.00,2.00,,,,,0.00,0.00
para,1.44,16.00,,,,,,,0.00
parachute  jasmin 200ml,7.00,10.00,2.00,,,,,0.00,0.00
Parachute AHT 200ml,2.10,3.00,1.00,,,,,18.00,0.00
Parachute AHT Small 100ml,8.00,20.00,,,,,,,0.00
Parachute AMLA oil 190ml,2.40,3.00,,,,,,,0.00
parachute AMLA oil 300ml,5.50,5.00,,,,,,,1.00
parachute coconut oil,1.10,2.00,16.00,,,,,0.00,0.00
Parachute Coconut Oil,0.00,0.00,3.00,,,,,2.00,0.00
Parachute gold,5.60,8.00,1.00,,,,,0.00,0.00
parachute gold,7.00,10.00,1.00,,,,,0.00,0.00
parachute gold,9.10,13.00,,,,,,0.00,0.00
Parachute Gold Haircream 140ml,11.20,16.00,2.00,,,,,0.00,0.00
parachute Hair tonic oil adv 100ml,0.00,0.00,7.00,,,,,0.00,0.00
parachute ht adv oil 200 ml,3.00,6.00,2.00,,,,,0.00,0.00
Parachute Men,6.00,10.00,2.00,,,,,0.00,0.00
parachute Men Haircream 140ml,2.80,4.00,6.00,,,,,1.00,0.00
parachute sampoorna oil 300ML,5.40,9.00,,,,,,0.00,0.00
paracuute oil 500 ml,3.00,3.00,,,,,,,0.00
parfume,13.60,17.00,,,,,,,0.00
parfume,12.80,16.00,,,,,,,0.00
parle Rusk,0.00,0.00,,,,,,,0.00
PARODONTAX TOOTHPASTE EXTRA FRESH 75ML,18.00,10.00,2.00,,,,,,0.00
