Product name,Total stock value ,In Stock,Sold,Damaged,Return to supplier ,Warehouse returns ,Revoked ,Missing ,Expired 
Dettol antibacteria,0.00,0.00,2.00,,,,,2.00,0.00
dettol cool 250ml,12.00,10.00,,,,,,5.00,0.00
Dettol Fresh 120g,5.25,15.00,29.00,,,,,0.00,0.00
dettol fresh shower gel,7.80,6.00,3.00,,,,,0.00,0.00
dettol hand wash200ml,7.20,9.00,8.00,,,,,0.00,0.00
Dettol hand wash200ml,3.60,9.00,7.00,,,,,0.00,0.00
Dettol hand wash200ml,4.00,5.00,,,,,,,0.00
dettol Orginal 250ml B/Wash,5.20,4.00,1.00,,,,,0.00,0.00
dettol pink120g,0.00,0.00,20.00,,,,,0.00,0.00
dettol Skincare B/Wash 250ml,6.00,5.00,3.00,,,,,0.00,0.00
Dettol soap Orginal 165g,0.00,0.00,60.00,,,,,26.00,0.00
dettol wipe 80pcs,0.00,0.00,,,,,,,0.00
dettol.original.bar.sop,7.60,19.00,50.00,,,,,0.00,0.00
Devon Cream Cracker 200g,0.00,0.00,10.00,,,,,,0.00
Dew 2.5ml,3.83,17.00,7.00,,,,,0.00,0.00
Dew Small (1 liter),5.60,14.00,,,,,,,0.00
DHAHABI AATA 1.5 KG,2.70,6.00,28.00,,,,,0.00,0.00
Diamond cut sweet,0.00,0.00,2.00,0.00,,,,1.00,0.00
Diamond cuts,0.35,1.00,5.00,0.00,,,,0.00,0.00
Dickson ware.Scissor,1.10,1.00,2.00,,,,,0.00,0.00
digestive biscuit 400 ml,0.75,1.00,,,,,,,0.00
digestive blue,0.50,1.00,7.00,,,,,,0.00
digestive chocolate biscuit 23gm,0.15,4.00,,,,,,,0.00
Digestive nibbles,0.90,1.00,4.00,,,,,0.00,0.00
digestive nibbls,0.50,1.00,,,,,,,0.00
digestive vanilla,0.00,0.00,68.00,,,,,12.00,0.00
Digital Travel Scale,5.20,2.00,,,,,,,0.00
dilkush golden,0.09,1.00,581.00,,,,,0.00,0.00
Dish wassh liquid has 400ml,0.00,0.00,17.00,,,,,0.00,0.00
disposal plate,7.00,14.00,38.00,,,,,0.00,0.00
dofar chiken,0.00,0.00,,,,,,0.00,0.00
dollar,5.10,3.00,5.00,,,,,0.00,0.00
dollar 3pcs,1.70,1.00,9.00,,,,,0.00,0.00
dollbabygirl 2.700,6.00,3.00,1.00,,,,,0.00,0.00
dolldog,2.50,1.00,,,,,,,0.00
Dolphin,0.00,0.00,10.00,,,,,9.00,0.00
Dominant,0.00,0.00,,,,,,,0.00
Donia condensemilk,2.40,6.00,,,,,,,0.00
door bell Intelligent,0.00,0.00,2.00,,,,,0.00,0.00
Doosti chocolate,8.00,5.00,,,,,,,0.00
Doritos,0.27,3.00,152.00,,,,,0.00,0.00
Doritos flamin hot  23 gm,0.86,9.00,33.00,,,,,0.00,0.00
Doritos sweet chili pepper 23gm,0.00,0.00,338.00,,,,,0.00,0.00
dos Luna's,2.10,3.00,,,,,,,0.00
Double chocolate milk 225 ml,0.00,0.00,102.00,,,,,0.00,0.00
Double strawberry and vanilla,0.28,1.00,,,,,,,0.00
Double tap,1.20,3.00,1.00,,,,,0.00,0.00
Dount,0.00,0.00,,,,,,0.00,0.00
dove,0.90,1.00,1.00,,,,,0.00,0.00
dove,15.75,35.00,14.00,,,,,0.00,0.00
Dove 150ml,18.90,21.00,6.00,,,,,0.00,0.00
Dove beauty bar cream135g,0.00,0.00,,,,,,,0.00
dove body dio,1.00,1.00,5.00,,,,,0.00,0.00
dove body dio,1.00,1.00,10.00,,,,,0.00,0.00
dove body wash,0.00,0.00,6.00,,,,,0.00,0.00
dove bodywash,6.60,6.00,8.00,,,,,0.00,0.00
dove lotion,0.00,0.00,1.00,,,,,,0.00
Dove Men Care,1.20,1.00,1.00,,,,,0.00,0.00
Dove Pink Soap 135g,0.00,0.00,,,,,,,0.00
Dove shamboo 200ml,0.00,0.00,4.00,,,,,0.00,0.00
Dove shamboo 200ml (nourishing oil care),1.80,2.00,3.00,,,,,1.00,0.00
Dove shamboo Detox 400ml,0.00,0.00,,,,,,,0.00
dove shambu,3.60,3.00,,,,,,1.00,0.00
dove shambu400ml,2.40,2.00,1.00,,,,,1.00,0.00
dove shambub400ml,3.90,3.00,,,,,,1.00,0.00
dove shampoo 200ml (Daily care),4.00,4.00,5.00,,,,,2.00,0.00
Dove shampoo Hair fall 400ml,0.00,0.00,,,,,,,0.00
Dove Shampoo IR 200ml,0.90,1.00,5.00,,,,,0.00,0.00
Dove soap pink,18.45,41.00,39.00,,,,,0.00,0.00
dove spray,2.40,2.00,,,,,,0.00,0.00
DoveH/shamboo 400ml,1.30,1.00,,,,,,,0.00
dovespry,4.00,4.00,9.00,,,,,0.00,0.00
downy,1.50,1.00,,,,,,,0.00
Dp led light,3.20,1.00,,,,,,0.00,0.00
dp-7111,5.00,2.00,,,,,,0.00,0.00
Dp-7128,2.80,1.00,,,,,,0.00,0.00
"Dr,davey",0.00,0.00,,,,,,,0.00
Dr. Davey,3.00,3.00,,,,,,,0.00
Dr.Davey Aryan oil 2in1 500ml,5.20,4.00,1.00,,,,,0.00,0.00
Dr.wash,2.25,9.00,4.00,,,,,0.00,0.00
dragon Gas,6.30,18.00,37.00,,,,,0.00,0.00
Dream Whip,3.20,4.00,,,,,,,0.00
dressing french,1.00,1.00,,,,,,,0.00
drinko,2.40,12.00,,,,,,0.00,0.00
drinko,2.85,15.00,,,,,,0.00,0.00
Drinko float,4.30,23.00,96.00,,,,,0.00,0.00
Drinko float paineapple,0.00,0.00,90.00,,,,,14.00,0.00
Drinko lichi,0.00,0.00,80.00,,,,,0.00,0.00
Dry fig in rope,9.00,6.00,4.00,,,,,0.00,0.00
Dry Lemon 200gm,2.00,4.00,,,,,,,0.00
Drycake 15 g,0.40,1.00,11.00,,,,,0.00,0.00
Dual drive m3.0,22.50,5.00,1.00,,,,,0.00,0.00
Duracell AAA,11.00,22.00,,,,,,,0.00
durx,2.00,2.00,10.00,,,,,0.00,0.00
duspin basket,1.30,2.00,1.00,,,,,0.00,0.00
Dust Pan,1.00,1.00,2.00,,,,,0.00,0.00
e bat,0.50,1.00,1.00,,,,,0.00,0.00
Eade spray,0.00,0.00,,,,,,,0.00
earldom mobileholder,6.00,3.00,,,,,,,0.00
earphone,7.50,5.00,1.00,,,,,0.00,0.00
EBTISAM,4.00,4.00,1.00,,,,,0.00,0.00
effect 250ml,6.40,8.00,,,,,,,0.00
EGG,7.74,158.00,1617.00,,,,,0.00,0.00
egg barka15pcs,0.90,1.00,,,,,,,0.00
egg ctn,10.00,5.00,1.00,,,,,,0.00
EJAAZI,5.40,9.00,3.00,,,,,0.00,0.00
el regalo,13.80,6.00,,,,,,0.00,0.00
El-Baraka,1.10,2.00,,,,,,,0.00
Electric kettle 2ltr,10.50,3.00,,,,,,0.00,0.00
ELEGANCE withe,0.70,1.00,8.00,,,,,0.00,0.00
Elegant 300mle ملطف جو أفي دانس,0.00,0.00,1.00,,,,,0.00,0.00
Elegant air freshner 300 mleملطف الجو الحديقة بخور,16.80,24.00,,,,,,,0.00
Elgent flask 0.5 ml,2.00,1.00,,,,,,,0.00
eligent man,12.00,6.00,,,,,,0.00,0.00
enargizer aaa,1.10,11.00,2.00,,,,,0.00,0.00
Enchanter alluring 125g,0.00,0.00,3.00,,,,,0.00,0.00
enchanter body lotion aloe vera 250 ml,3.20,4.00,,,,,,0.00,0.00
enchanter body lotion250ml,3.20,4.00,,,,,,0.00,0.00
enchanter body lotion250ml romantic,3.20,4.00,,,,,,0.00,0.00
Enchanter charming F/powder 250g,0.80,1.00,,,,,,,0.00
Enchanter gorgeous 125g,0.70,2.00,1.00,,,,,0.00,0.00
enchanter lotion elegant musk,3.20,4.00,,,,,,0.00,0.00
Enchanter Romantic 125g,0.00,0.00,3.00,,,,,0.00,0.00
Enchanteur Enticing F/powder 125g,0.35,1.00,,,,,,,0.00
Enchanteur Gorgeous F/powder 250g,8.00,10.00,,,,,,,0.00
Enchanteur Romantic F/powder 250g,2.40,3.00,,,,,,,0.00
Enchantheur charming 125g,0.00,0.00,3.00,,,,,0.00,0.00
Enigma,0.00,0.00,2.00,,,,,0.00,0.00
Enosalt	5g,1.30,26.00,34.00,,,,,0.00,0.00
Ep002,3.00,2.00,3.00,,,,,0.00,0.00
epsilon box fan,4.00,1.00,,,,,,0.00,0.00
epsilon wall fan,8.00,2.00,,,,,,0.00,0.00
Eskinol,0.40,1.00,,,,,,,0.00
eskinol,0.50,1.00,3.00,,,,,0.00,0.00
Eskinol facial,2.00,4.00,,,,,,,0.00
Eskinol papaya cleanser,0.50,1.00,,,,,,,0.00
euro jumbo chocolate crossiant,0.00,0.00,231.00,,,,,27.00,0.00
evens vanilla,5.43,31.00,293.00,,,,,0.00,0.00
exalant,0.00,0.00,32.00,,,,,11.00,0.00
Exc...hot,7.50,15.00,,,,,,0.00,0.00
Excellence hot sauce,0.00,0.00,11.00,,,,,6.00,0.00
Excellence Hot sUce,3.00,20.00,,,,,,,0.00
EXCELLENT HOT SAUCE 88ML,1.65,11.00,101.00,,,,,0.00,0.00
executive,9.00,6.00,,,,,,0.00,0.00
extension,0.00,0.00,8.00,,,,,4.00,0.00
Extra 0.050,0.00,0.00,112.00,,,,,3.00,0.00
Extra 0.1,0.00,0.00,774.00,,,,,51.00,0.00
Extra 0.150,0.00,0.00,761.00,,,,,7200.00,0.00
Extra 0.250,0.00,0.00,78.00,,,,,0.00,0.00
Extra 0.300,0.00,0.00,151.00,,,,,6.00,0.00
Extra 0.35,0.00,0.00,39.00,,,,,40.00,0.00
Extra 0.4,0.30,1.00,772.00,,,,,0.00,0.00
Extra 0.45,0.00,0.00,36.00,,,,,83.00,0.00
Extra 0.500,0.00,0.00,135.00,,,,,12.00,0.00
Extra 0.55,0.00,0.00,21.00,,,,,0.00,0.00
Extra 0.600,0.00,0.00,68.00,,,,,2.00,0.00
Extra 0.650,0.00,0.00,75.00,,,,,55.00,0.00
Extra 0.700,0.00,0.00,61.00,,,,,0.00,0.00
Extra 0.750,19.80,66.00,3.00,,,,,0.00,0.00
Extra 0.800,0.00,0.00,43.00,,,,,1.00,0.00
Extra 0.850,0.30,1.00,49.00,,,,,66.00,0.00
Extra 0.9,0.00,0.00,20.00,,,,,80.00,0.00
Extra 0.95,63.90,71.00,5.00,,,,,0.00,0.00
extra 1.000,0.00,0.00,127.00,,,,,7.00,0.00
extra 1ro,0.00,0.00,,,,,,,0.00
Extra 2.000,0.00,0.00,324.00,,,,,5.00,0.00
Extra 3.000,0.00,0.00,9.00,,,,,37.00,0.00
Extra 4.000,0.00,0.00,7.00,,,,,65.00,0.00
Extra 6.000,455.00,91.00,3.00,,,,,0.00,0.00
Extra 7,0.10,1.00,6.00,,,,,89.00,0.00
Extra 8,0.10,1.00,10.00,,,,,98.00,0.00
extra bubblemint,0.00,0.00,,,,,,,0.00
extra chwegom,0.30,1.00,,,,,,,0.00
extra chwigon,0.00,0.00,,,,,,,0.00
Extra pepper mint,0.19,1.00,30.00,,,,,0.00,0.00
Extra spear mint,1.85,10.00,,,,,,,0.00
Extra spearmint,0.30,2.00,,,,,,,0.00
extra spearmint,0.30,1.00,,,,,,,0.00
extra strawberry 14 pieces,0.00,0.00,21.00,,,,,,0.00
extra watermelon,0.00,0.00,,,,,,,0.00
extra.,0.00,0.00,47.00,,,,,,0.00
Extra0.05,0.00,0.00,326.00,,,,,23.00,0.00
extra50biza,444.24,11106.00,,,,,,,0.00
Extreme. Z,0.56,8.00,6.00,,,,,0.00,0.00
extreme.z,0.16,4.00,,,,,,,0.00
EYELASH TWEEZERS,3.75,25.00,,,,,,0.00,0.00
f3cap,3.50,5.00,6.00,,,,,0.00,0.00
Fa,0.00,0.00,6.00,,,,,0.00,0.00
fa,0.00,0.00,4.00,,,,,1.00,0.00
fa,0.00,0.00,4.00,,,,,0.00,1.00
Fa,3.60,6.00,1.00,,,,,0.00,0.00
fa 175,2.10,14.00,2.00,,,,,0.00,0.00
FA Aloe Vega shower cream,4.25,5.00,1.00,,,,,0.00,0.00
FA Cream&oil shower cream,0.00,0.00,1.00,,,,,1.00,0.00
fa dry protect,1.80,3.00,4.00,,,,,0.00,0.00
Fa floral,0.00,0.00,6.00,,,,,0.00,0.00
Fa lemon sope,0.00,0.00,8.00,,,,,3.00,0.00
Fa men,0.50,1.00,3.00,,,,,0.00,0.00
Fa men,0.00,0.00,5.00,,,,,0.00,0.00
Fa men,0.70,1.00,,,,,,,0.00
FA mystic oil,1.40,2.00,10.00,,,,,0.00,0.00
Fa passiofruit sope,0.00,0.00,9.00,,,,,0.00,8.00
FA shower gel,4.25,5.00,1.00,,,,,0.00,0.00
Fa Soap,0.00,0.00,8.00,,,,,0.00,0.00
Fa Soap Vitalizing Aqua,0.00,0.00,4.00,,,,,0.00,0.00
Fa Vanilla Honey shower cream,1.70,2.00,,,,,,5.00,0.00
faa,0.00,0.00,1.00,,,,,1.00,0.00
faa,0.00,0.00,1.00,,,,,0.00,0.00
faa,0.75,1.00,,,,,,,0.00
faa,0.75,1.00,,,,,,,0.00
faa,0.00,0.00,1.00,,,,,1.00,0.00
faa roll,2.00,4.00,9.00,,,,,0.00,0.00
faa showergel,3.40,4.00,,,,,,,0.00
Faash coconut oil,3.60,2.00,,,,,,,0.00
face scrub,0.90,1.00,1.00,,,,,0.00,0.00
facewash,4.20,6.00,,,,,,,0.00
facewash,1.40,2.00,2.00,,,,,0.00,0.00
facewqsh,3.50,5.00,1.00,,,,,0.00,0.00
facial.scrub,0.00,0.00,3.00,,,,,1.00,0.00
facial.scrud.,1.00,1.00,1.00,,,,,0.00,0.00
facial.scrud.,5.00,5.00,1.00,,,,,0.00,0.00
facialscrud,0.76,1.00,2.00,,,,,0.00,0.00
faham PCs omr 0.250,357.00,2380.00,75.00,,,,,0.00,0.00
Faham perfum,0.80,1.00,1.00,,,,,0.00,0.00
Fair and Lovely 50g,11.00,11.00,15.00,,,,,0.00,0.00
fair and lovely multi vitamin,7.50,5.00,1.00,,,,,0.00,0.00
Fair&handsome,6.00,6.00,12.00,,,,,0.00,0.00
fair&handsome 50g,3.00,3.00,4.00,,,,,0.00,0.00
Fair&lovely 80g,0.00,0.00,,,,,,1.00,1.00
Fairy,12.80,16.00,,,,,,,0.00
fairy lemon 1250ml,3.40,2.00,,,,,,,0.00
Fairy Plus 600ml,0.00,0.00,1.00,,,,,1.00,0.00
falcon rice,12.60,7.00,,,,,,,0.00
falemon,0.00,0.00,1.00,,,,,1.00,0.00
familytoast,6.89,18.00,5.00,,,,,0.00,0.00
fan,0.00,0.00,1.00,,,,,0.00,0.00
fanta orang250ml,0.00,0.00,64.00,,,,,6.00,0.00
Fanta Orange 1.5L,2.80,5.00,72.00,,,,,0.00,0.00
fanta orange 330ml,5.64,24.00,647.00,,,,,0.00,0.00
fanta strawberry 330ml,0.68,3.00,340.00,,,,,0.00,0.00
Fast charging,4.50,1.00,,,,,,,0.00
FD 2in1 Straightener,10.80,2.00,,,,,,,0.00
Feah smart,0.80,2.00,,,,,,,0.00
Feah smart,0.40,1.00,,,,,,,0.00
Feah smart,0.40,1.00,,,,,,1.00,0.00
febarcastle,0.00,0.00,1.00,,,,,,0.00
FEEL-OFF Mask Gold Collagen,2.00,2.00,,,,,,,0.00
fem,4.40,4.00,2.00,,,,,0.00,0.00
fem,1.10,1.00,3.00,,,,,1.00,0.00
Fem surolo,1.80,6.00,14.00,,,,,0.00,0.00
fenix lighter,3.53,47.00,103.00,,,,,0.00,0.00
Fetal fresh labon 180 ml,0.00,0.00,,,,,,,0.00
Fiber nail,2.80,7.00,2.00,,,,,0.00,0.00
fillet mach 3startc,5.10,3.00,1.00,,,,,0.00,0.00
fingerslives,0.30,3.00,2.00,,,,,0.00,0.00
fish masala,1.80,6.00,,,,,,,0.00
flakes,0.00,0.00,,,,,,,0.00
flamingo,1.80,12.00,,,,,,,0.00
flash light,4.00,1.00,2.00,,,,,0.00,0.00
floor brooms,39.60,22.00,,,,,,,0.00
floor brushbrooms,9.10,7.00,1.00,,,,,0.00,0.00
Floor care,3.60,2.00,,,,,,,0.00
floor care,3.20,2.00,,,,,,,0.00
floor clener,1.00,1.00,2.00,,,,,0.00,0.00
floor mat,4.00,1.00,,,,,,,0.00
floor mat,3.00,1.00,3.00,,,,,0.00,0.00
floor mop,0.00,0.00,,,,,,,0.00
floormat,3.60,3.00,1.00,,,,,0.00,0.00
floormat,2.00,1.00,,,,,,,0.00
flower,1.80,2.00,,,,,,,0.00
fogg,1.40,1.00,2.00,,,,,0.00,0.00
FOGG,1.20,1.00,5.00,,,,,0.00,0.00
Fogg,0.00,0.00,2.00,,,,,0.00,0.00
fogg absolute black,5.00,5.00,1.00,,,,,0.00,0.00
Fogg blue,0.00,0.00,6.00,,,,,0.00,0.00
fogg body spray,74.10,57.00,1.00,,,,,0.00,0.00
fogg bold,4.00,4.00,2.00,,,,,0.00,0.00
Fogg Dynamic spray,0.00,0.00,3.00,,,,,3.00,0.00
Fogg essence rose 120ml,1.25,1.00,2.00,,,,,0.00,0.00
Fogg Extreme,0.00,0.00,4.00,,,,,0.00,0.00
Fogg green,2.20,2.00,4.00,,,,,0.00,0.00
Fogg Marco spray,3.75,3.00,5.00,,,,,0.00,0.00
Fogg Monarch,5.00,4.00,,,,,,,0.00
fogg Napoleon spray,0.00,0.00,2.00,,,,,1.00,0.00
Fogg orange,4.00,4.00,2.00,,,,,1.00,0.00
Fogg Paradise,1.25,1.00,,,,,,,0.00
Fogg Royal Spray,0.00,0.00,3.00,,,,,1.00,0.00
fogg splendid blue,5.00,5.00,1.00,,,,,0.00,0.00
FoGG Spray,6.00,5.00,2.00,,,,,0.00,0.00
Fogg Victor,0.00,0.00,2.00,,,,,0.00,0.00
football equipment,0.00,0.00,1.00,0.00,,,,1.00,0.00
footcream,10.00,10.00,2.00,,,,,0.00,0.00
force,0.00,0.00,1.00,,,,,0.00,0.00
Force inner,9.60,12.00,,,,,,,0.00
Force inner,4.80,6.00,,,,,,,0.00
Fortified with iodine salt,0.30,2.00,10.00,,,,,0.00,0.00
Foster clarks,0.30,3.00,,,,,,,0.00
foster clarks backing powder 100g,0.30,1.00,,,,,,11.00,0.00
foster clarks Baking powder 225g,1.35,3.00,,,,,,,0.00
Fresco,4.80,3.00,1.00,,,,,0.00,0.00
fresh laban full fat 200 ml,1.31,9.00,275.00,,,,,0.00,0.00
fresh milk,0.00,0.00,4.00,,,,,0.00,0.00
Fresh Milk Almarai  full fat 500ml,7.95,25.00,771.00,,11.00,,,0.00,0.00
Fresh yoghurt 170g (Low fat),0.17,1.00,5.00,,,,,0.00,0.00
Fresh Yoghurt Mazoon  170g,1.36,12.00,393.00,,,,,0.00,0.00
Fresh Yogurt FF 1kg Mazoon,0.00,0.00,10.00,,,,,3.00,0.00
Freshcreem,0.00,0.00,4.00,,,,,3.00,0.00
fries,0.90,1.00,1.00,,,,,0.00,0.00
frindi,0.00,0.00,,,,,,,0.00
frindi,117.60,24.00,,,,,,,0.00
frindi card,0.00,0.00,1.00,,,,,,0.00
fritzberg malt 300ml,0.30,1.00,22.00,,,,,0.00,0.00
froods dispin,2.10,6.00,,,,,,,0.00
Frooto Mango juice 1000ml,0.00,0.00,,,,,,,0.00
frozenchickenliver,1.30,2.00,,,,,,,0.00
Fruits Rings 375g,2.60,2.00,,,,,,,0.00
frutty midi,0.00,0.00,24.00,,,,,0.00,0.00
Fun Card Game,7.20,9.00,,,,,,,0.00
furniture polish,2.00,2.00,,,,,,,0.00
FUXWELL KNIFE,0.50,5.00,8.00,,,,,0.00,0.00
G Smooth Dark 40G,20.59,66.00,30.00,,,,,0.00,0.00
G4,5.70,3.00,,,,,,,0.00
galaxy  Crispy 36g,8.21,29.00,43.00,,,,,0.00,0.00
Galaxy caramel 20g,0.30,2.00,178.00,,,,,0.00,0.00
Galaxy Caramel 40g,0.00,0.00,,,,,,,0.00
Galaxy Fruit & Nuts,1.50,5.00,20.00,,,,,0.00,0.00
Galaxy Hazelnut,0.59,2.00,,,,,,,0.00
Galaxy Ripple,1.20,4.00,68.00,,,,,0.00,0.00
Galaxy Smooth Milk,0.00,0.00,,,,,,0.00,0.00
Galaxy Smooth White 38G,9.21,28.00,44.00,,,,,0.00,0.00
galina,0.40,2.00,5.00,,,,,0.00,0.00
Galina Baked Beans,0.30,1.00,11.00,,,,,0.00,0.00
Galina chick peas,2.16,9.00,,,,,,,0.00
garbage bag,4.00,4.00,14.00,,,,,0.00,0.00
Garbage Bag 1.5 kg,0.80,1.00,13.00,,,,,0.00,0.00
garbage bags 1.5,1.80,2.00,3.00,,,,,0.00,0.00
garbage roll 1.5kg,8.40,6.00,,,,,,0.00,0.00
garbage.bags,1.60,4.00,,,,,,,0.00
garbagebag,0.75,1.00,4.00,,,,,0.00,0.00
Gardamom,4.40,11.00,3.00,,,,,0.00,0.00
gardez frais,0.00,0.00,3.00,,,,,1.00,0.00
Garlic paste 400gm,0.60,3.00,,,,,,,0.00
GAS SPANNER,4.00,10.00,,,,,,,0.00
gazoz,0.65,2.00,4.00,,,,,0.00,0.00
Gazoz,0.33,1.00,,,,,,,0.00
gazoz.apple,1.63,5.00,,,,,,,0.00
Geepas Dry Iron782,8.40,2.00,,,,,,0.00,0.00
Geepas Kattle5466,4.50,1.00,1.00,,,,,0.00,0.00
Gentleman,25.80,6.00,,,,,,,0.00
Genx Gold,9.20,4.00,,,,,,,0.00
Geometry box,8.40,12.00,,,,,,,0.00
germax flask,16.20,9.00,,,,,,0.00,0.00
Ghana dal,0.70,2.00,,,,,,,0.00
gift bag,2.40,6.00,3.00,0.00,,,,0.00,0.00
gillete blue,0.00,0.00,22.00,,,,,22.00,0.00
gilletmach3,1.60,1.00,1.00,,,,,0.00,0.00
gilletshavingjel,1.40,1.00,2.00,,,,,0.00,0.00
Gillette 7o clock Blade,0.88,5.00,128.00,,,,,0.00,0.00
Gillette blue ||,4.00,4.00,6.00,,,,,0.00,0.00
Gillette Disposibel,0.00,0.00,,,,,,,0.00
Gillette Foam Regular,2.40,3.00,,,,,,,0.00
Gillette L/shaving cream,2.40,4.00,,,,,,,0.00
Gillette M/M 200ml,1.60,2.00,2.00,,,,,1.00,0.00
GILLETTE Presto,10.50,105.00,70.00,,,,,0.00,0.00
Gillette Presto,1.05,6.00,90.00,,,,,0.00,0.00
Gillette serise,7.00,5.00,1.00,,,,,4.00,0.00
Gillette shave foam L&L 200ml,0.80,1.00,,,,,,,0.00
Gillette Shaving Foam 200ml,2.70,3.00,4.00,,,,,0.00,0.00
Gillette sries,7.00,5.00,,,,,,0.00,0.00
GilletteBlue# Razer,22.60,113.00,114.00,,,,,0.00,0.00
Gingelly ball,0.00,0.00,,,,,,,0.00
Gingelly ball,0.34,1.00,1.00,,,,,0.00,0.00
Ginger Garlic paste,1.60,2.00,,,,,,,0.00
Ginger paste,0.60,3.00,,,,,,,0.00
GINGER POWDER 50GM,0.60,6.00,1.00,,,,,0.00,0.00
Given speedy,0.00,0.00,2.00,,,,,1.00,0.00
gives men fresh ocean,4.80,4.00,3.00,,,,,0.00,0.00
GK cabile,16.20,9.00,,,,,,,0.00
GKA22,2.40,2.00,1.00,,,,,0.00,0.00
Gkk,6.00,3.00,,,,,,,0.00
Glade,0.00,0.00,1.00,,,,,,0.00
glade,0.90,1.00,,,,,,,0.00
Glaina Processed Peas,0.60,3.00,3.00,,,,,0.00,0.00
Glass clener,0.00,0.00,,,,,,,0.00
Glaze tooth bresh,2.20,11.00,,,,,,,0.00
Glaze Twin pack,3.00,6.00,4.00,,,,,0.00,0.00
Gloves,0.00,0.00,2.00,,,,,2.00,0.00
Gloves,0.40,1.00,,,,,,,0.00
gloves,0.50,1.00,,,,,,,0.00
gloves,6.50,13.00,,,,,,0.00,0.00
Glucose milk biscuitsاوركس بسكويت بالحليب والعسل,0.60,15.00,9.00,,,,,0.00,0.00
Glue stick,1.65,11.00,,,,,,,0.00
Godrej Black Henna,0.00,0.00,,,,,,,0.00
Godrej Shaving Cream 70g,0.00,0.00,1.00,,,,,0.00,0.00
Godrej Shawing Cream 70g,0.00,0.00,1.00,,,,,0.00,0.00
gohmsonis,0.70,1.00,,,,,,,0.00
gold cleaner,0.00,0.00,,,,,,,0.00
gold medal medicated oil 3ml,1.50,10.00,4.00,,,,,0.00,0.00
Gold mount,22.05,49.00,1.00,,,,,0.00,0.00
GOLD MOUNT,32.00,40.00,,,,,,,0.00
Gold mount American Blend,0.00,0.00,40.00,,,,,2.00,0.00
golden,0.00,0.00,8.00,,,,,2.00,0.00
Golden Nights,0.00,0.00,1.00,,,,,0.00,0.00
Golden zaatar 25 bag,0.40,2.00,4.00,,,,,0.00,0.00
goldentorchcola,0.00,0.00,9.00,,,,,9.00,0.00
Goldman backery fatheera,0.20,1.00,437.00,,,,,0.00,0.00
Gomets,0.15,3.00,27.00,,,,,0.00,0.00
Good Dal,0.00,0.00,,,,,,,0.00
Good Day 6+2 packs,24.30,18.00,1.00,,,,,0.00,0.00
Good Day biscuite butter,8.85,59.00,6.00,,,,,0.00,0.00
Good Day biscuits,9.15,61.00,4.00,,,,,0.00,0.00
good day pistachio,0.05,1.00,,,,,,,0.00
Good Day pistachio-Almond,9.45,63.00,28.00,,,,,0.00,0.00
Gotcha,0.80,20.00,5.00,,,,,0.00,0.00
GOVILS CLOVE OIL,2.10,14.00,1.00,,,,,0.00,0.00
Gram flour,0.50,2.00,3.00,,,,,0.00,0.00
Grandeul,0.00,0.00,,,,,,,0.00
Graneur,0.00,0.00,1.00,,,,,1.00,0.00
Grapejuice.200ml,0.75,5.00,96.00,,,,,0.00,0.00
Green leaf,0.20,4.00,28.00,,,,,0.00,0.00
Green Olive340g,2.00,4.00,5.00,,,,,0.00,0.00
greenapple box,0.45,1.00,3.00,,,,,0.00,0.00
Greenpeas,0.00,0.00,2.00,,,,,2.00,0.00
gross belt,9.60,12.00,,,,,,,0.00
Grpafs mazoon 1.5 ltr,0.80,1.00,1.00,,,,,0.00,0.00
GTC Blue Stainless,1.50,5.00,8.00,,,,,0.00,0.00
GTC Green Stainless,0.00,0.00,7.00,,,,,2.00,0.00
Gurme,3.60,3.00,,,,,,,0.00
Gurmi Butter,3.60,3.00,,,,,,,0.00
h & s 400 ml,2.80,2.00,,,,,,1.00,0.00
h& s 400 ml,4.20,3.00,1.00,,,,,0.00,0.00
h&s menthol shampoo 190ml,0.90,1.00,,,,,,,0.00
Habbatul hamra,1.50,3.00,1.00,,,,,0.00,0.00
HACKSAW BLADE,5.20,4.00,,,,,,0.00,0.00
haino ctipe,8.40,3.00,,,,,,,0.00
haino tekotipe C,4.40,2.00,,,,,,,0.00
hainoteko,4.40,2.00,,,,,,,0.00
Hair comb,2.20,44.00,59.00,,,,,0.00,0.00
Hair comb,3.20,32.00,12.00,,,,,0.00,0.00
hair gel gold normal gel300g,1.50,3.00,1.00,,,,,0.00,0.00
hair gel green,1.40,4.00,1.00,,,,,1.00,0.00
hair gel red300ml,0.50,1.00,1.00,,,,,0.00,0.00
hair tonic oil 200ml,0.00,0.00,,,,,,,0.00
Hair trimmer,16.80,3.00,,,,,,,0.00
Hair wax,6.50,10.00,2.00,,,,,0.00,0.00
Hair wax,3.90,6.00,0.00,,,,,6.00,0.00
Hala Chips 24pkt,3.15,3.00,1.00,,,,,0.00,0.00
hala snack,0.25,5.00,918.00,,,,,0.00,0.00
Half time candy,0.00,0.00,154.00,,,,,45.00,0.00
HAMED Facial clay Mask (Aryan) 600g,2.20,2.00,,,,,,,0.00
HAMED Facial clay Mask (Gold) 600g,3.30,3.00,,,,,,,0.00
HAMED Moisturizing cream 500ml,1.10,1.00,2.00,,,,,0.00,0.00
hammer,1.00,1.00,,,,,,,0.00
